hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1437596402,false,1,0,64,0
1101020018,1437597000,false,1,0,10,1
0601160016,,false,1,0,32,0
0401180014,1437595502,false,0,5,104,5
1131050515,1437596405,false,1,0,8,0
0936060016,1437596400,false,2,0,1,0
1101150011,1437595800,false,2,0,38,0
1145010010,1437594480,false,0,0,18,0
1131010011,1437596400,false,1,26,62,1
1301200010,1437596340,false,2,0,19,0
1122010012,1437596148,false,1,0,27,1
1142120001,1437596407,false,0,0,60,0
0439010518,1437595502,false,0,0,18,0
0501110514,,false,0,0,12,5
0602030026,1437596103,true,1,10,55,0
1317040011,1437596407,false,0,0,8,0
1302050014,1437596393,true,0,5,82,1
1331040513,1437596407,false,1,0,8,3
0936050029,1437596400,false,0,0,1,0
0943030019,1437596400,true,1,0,3,0
0617060018,1437596408,false,0,0,36,0
1536030075,1437596400,false,0,0,2,0
1137010024,1437596399,false,0,0,32,0
1111060015,1437596407,false,0,0,12,0
1132070011,1437596408,false,1,0,152,1
0421040011,1437596409,true,1,1,44,1
1140010510,1437596408,false,1,0,14,0
1142100017,1437596408,false,0,0,122,1
0937010019,1437596409,false,0,0,12,0
1141310019,,false,3,0,54,0
1105050012,,false,0,0,1,0
1141090512,,false,0,0,7,0
1434020015,1437596373,false,0,0,3,0
