hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1131050515,1435619942,false,1,0,11,0
1317050017,1435620002,false,1,0,70,3
1101020018,1435620600,false,0,0,13,4
1434020015,1435619972,false,1,0,15,0
0439010518,1435619103,false,0,0,13,1
0936060016,1435619958,false,0,0,1,0
1142120001,1435620002,false,2,0,79,0
1145010010,1435618140,true,0,0,40,0
0401180014,1435619103,false,0,3,106,2
1302050014,1435619983,true,1,8,75,0
0601160016,,false,0,0,33,0
1301200010,1435620000,false,2,0,32,3
0501110514,,false,0,0,7,5
1131010011,1435620000,false,0,36,69,1
1101150011,1435619400,false,2,3,23,0
0936050029,1435620000,false,1,0,2,0
1331040513,1435620002,false,1,10,28,2
1536030075,1435620000,false,1,0,2,0
1137010024,1435619997,false,0,0,56,0
0617060018,1435620003,false,0,0,38,1
1317040011,1435620002,false,2,0,4,0
0943030019,1435620000,true,0,0,13,1
0421040011,1435620003,false,1,0,27,1
1131100010,1435620000,false,0,0,9,0
1111060015,1435620002,false,1,0,29,1
1132070011,1435620002,false,5,0,140,2
1142100017,1435620002,false,0,0,139,2
1140010510,1435620002,true,1,0,32,1
0602030026,1435619700,true,0,20,64,0
0937010019,1435620004,false,0,0,10,0
1141090512,,false,0,0,9,0
1141310019,,false,0,0,61,0
1105050012,,false,0,0,10,0
1122010012,1435619960,false,2,0,41,1
1101100011,1435620120,false,1,0,35,1
