hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1441474802,false,0,0,0,0
1101150011,1441474200,false,2,0,17,0
1131050515,1441474751,false,1,0,9,0
1142120001,1441474802,false,2,0,31,0
1317040011,1441474802,false,2,0,4,0
0602030026,1441474500,false,3,0,33,0
0439010518,1441472703,false,1,0,14,0
0401180014,1441472703,false,2,0,58,2
1101020018,1441474200,false,1,0,4,0
0601160016,,false,5,0,9,0
0617060018,1441474803,false,4,0,20,1
1145010010,1441071540,false,0,0,8,0
1434020015,1441474655,false,1,0,0,0
1131010011,1441474800,false,6,34,40,0
0936060016,1441474800,false,2,0,1,0
1302050014,1441474793,false,1,0,33,1
0936050029,1441474800,false,2,0,1,0
1122010012,1441474767,null,4,0,9,0
1536030075,1441474800,false,0,0,1,0
1301200010,1441474740,false,0,0,8,0
1137010024,1441474801,false,0,0,12,0
1331040513,1441474803,false,5,6,6,1
1111060015,1441474802,false,0,0,2,0
0501110514,,false,1,0,3,0
1140010510,1441474802,false,0,0,12,0
1142100017,1441474802,false,0,0,44,4
1141310019,,false,11,0,73,1
1141090512,,false,1,0,3,0
1105050012,,false,0,0,7,0
1132070011,1441474802,false,6,0,95,1
0937010019,1441474808,false,0,0,5,0
0421040011,1441474813,true,2,5,19,5
