hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1428198002,false,2,0,43,2
1131050515,1428197945,false,4,0,0,0
0601160016,,false,6,0,10,0
1101150011,1428197400,false,3,0,17,0
1101020018,1428199200,false,2,0,8,3
0439010518,1428195907,false,2,0,9,0
1142120001,1428198001,false,5,0,18,0
1434020015,1428197892,false,0,0,5,0
0936060016,1428197966,false,3,0,1,0
1145010010,1428197340,false,0,0,9,0
0401180014,1428195906,false,4,15,91,5
1302050014,1428197986,false,8,0,8,1
1122010012,1428197907,false,11,0,24,1
1317040011,1428198002,false,2,0,6,0
0501110514,,false,4,0,9,1
0936050029,1428198000,false,2,0,1,0
1536030075,1428198000,false,3,0,3,0
1137010024,1428197988,false,0,0,26,0
0617060018,1428198002,false,2,0,25,0
0943030019,1428198000,false,2,0,3,1
0421040011,1428198002,false,6,0,24,1
1331040513,1428198002,false,5,9,14,0
1132070011,1428198001,true,4,20,86,7
1111060015,1428198001,false,0,7,25,1
0602030026,1428197700,true,2,18,51,1
1142100017,1428198001,false,0,0,74,2
1140010510,1428198001,false,1,0,1,2
0937010019,1428198003,false,0,0,3,0
1131010011,1428198000,false,10,33,68,0
1105050012,,false,1,0,4,0
1141090512,,false,14,0,5,0
1141310019,,false,9,0,18,4
1101100011,1428198120,false,4,51,39,0
