hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1436088002,false,0,0,18,5
1101020018,1436088600,false,1,0,2,1
1101150011,1436087400,false,1,0,28,0
1142120001,1436088002,false,6,0,46,0
0601160016,,false,5,0,16,0
1131050515,1436087944,false,2,0,0,0
1434020015,1436087975,false,0,0,1,0
0936060016,1435961720,false,2,0,0,0
1145010010,1436086140,false,3,0,25,0
0401180014,1436087102,false,1,0,63,0
1317040011,1436088002,false,3,0,6,0
0439010518,1436087102,false,1,0,13,0
1301200010,1436088000,false,3,0,21,0
0936050029,1436088000,false,1,0,3,0
1137010024,1436088001,false,0,0,20,0
1302050014,1436087993,true,3,37,81,6
1536030075,1436088000,false,2,0,1,0
0617060018,1436088003,false,1,0,28,1
1331040513,1436088002,false,7,25,20,0
0421040011,1436088003,false,2,0,23,2
0501110514,,false,0,0,7,4
1131010011,1436088000,false,4,38,69,0
1132070011,1436088002,false,1,0,89,2
1111060015,1436088002,false,1,0,23,3
1142100017,1436088003,false,1,0,125,12
0943030019,1436088000,true,0,0,2,0
0602030026,1436087700,true,4,20,59,0
1140010510,1436088002,false,3,0,20,1
0937010019,1436088004,false,0,0,2,0
1105050012,,false,0,0,6,0
1141310019,,false,4,0,18,1
1141090512,,false,1,0,2,0
1122010012,1436087892,false,4,0,12,2
