hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1101020018,1445504400,false,1,0,1,0
1131050515,1445504349,false,1,0,1,0
1317050017,1445504402,false,0,0,42,1
0601160016,,false,2,0,14,1
1434020015,1445504311,false,0,0,0,0
0439010518,1445501105,false,1,0,19,0
1317040011,1445504402,false,2,0,12,0
0401180014,1445501105,false,7,0,62,2
1142120001,1445504402,false,6,0,14,0
1145010010,1445501940,false,0,0,4,0
0936060016,1445504400,false,1,0,2,0
0936050029,1445504400,false,1,0,2,0
0602030026,1445504100,false,0,0,34,0
1122010012,1445504305,false,3,0,14,2
1301200010,1445504340,false,4,0,5,0
1101150011,1445503800,false,1,0,31,0
1131010011,1445504400,false,1,38,67,0
1536030075,1445504400,false,2,0,1,0
1137010024,1445504401,false,0,0,12,0
0501110514,,false,0,0,7,1
0943030019,1445504340,false,1,0,0,0
0617060018,1445504402,false,0,0,34,2
1331040513,1445504402,false,8,0,6,0
0421040011,1445504403,false,4,0,20,0
1302050014,1445504382,true,0,0,0,0
1132070011,1445504402,true,4,23,95,2
1111060015,1445504402,false,1,0,7,0
0937010019,1445504405,false,0,0,3,1
1140010510,1445504402,false,0,0,12,0
1142100017,1445504402,true,2,135,98,1
1141310019,,false,4,0,21,0
1141090512,,false,2,0,21,0
1105050012,,false,1,0,2,0
1101100011,1445504520,false,5,0,33,0
