hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1101150011,1442183400,true,0,8,38,0
1131050515,1442183949,false,0,0,2,0
1317050017,1442184004,false,0,0,50,1
0439010518,1442181903,false,0,0,18,0
1142120001,1442184003,false,1,0,36,0
0602030026,1442183702,true,0,12,51,0
1434020015,1442183855,false,1,0,2,0
0601160016,,false,0,0,17,0
1101020018,1442185200,false,0,0,5,2
1317040011,1442184003,false,0,0,5,0
1302050014,1442183995,false,3,0,44,3
1145010010,1442182740,false,0,0,9,0
0936060016,1442184000,false,0,0,1,0
0936050029,1442184000,false,0,0,0,0
1536030075,1442184000,false,0,0,1,0
1131010011,1442184000,false,2,32,63,0
0401180014,1442181903,false,1,0,73,0
1122010012,1442183789,false,2,0,37,3
1137010024,1442184001,false,0,0,18,0
1301200010,1442184000,false,2,0,5,2
0617060018,1442184003,false,0,0,34,0
1331040513,1442184002,false,2,4,14,1
1111060015,1442184003,false,3,0,15,0
1132070011,1442184003,false,2,0,98,0
1140010510,1442184003,false,0,0,29,0
0501110514,,false,1,0,7,1
1142100017,1442184003,false,0,0,77,6
0937010019,1442184005,false,0,0,3,0
1141310019,,false,0,0,83,3
1141090512,,false,1,0,21,0
1105050012,,false,0,0,14,0
0421040011,1442184011,true,1,21,47,2
0943030019,1442184000,false,0,0,0,0
