hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1101150011,1445461800,false,0,0,31,0
1131050515,1445462345,false,0,0,8,0
1317050017,1445462402,false,1,0,58,2
0439010518,1445461506,false,2,0,17,0
1101020018,1445463000,false,0,0,0,0
0601160016,,false,0,0,24,0
1317040011,1445462402,false,0,0,6,0
0602030026,1445462100,true,2,12,62,1
1145010010,1445461140,false,0,0,10,0
1142120001,1445462402,false,1,0,25,0
0943030019,1445462340,false,0,0,0,0
0401180014,1445461505,false,1,0,67,3
1131010011,1445462400,false,2,32,67,0
1122010012,1445462298,false,2,0,28,0
1434020015,1445462371,false,0,0,1,0
0936060016,1445462400,false,0,0,1,0
1137010024,1445462401,false,0,0,9,0
0501110514,,false,0,0,1,1
0617060018,1445462402,false,0,0,38,3
0936050029,1445462400,false,1,0,3,0
1536030075,1445462400,false,0,0,2,0
1301200010,1445462340,false,1,0,7,1
1331040513,1445462402,false,1,0,9,1
0421040011,1445462403,false,0,0,26,3
1111060015,1445462402,false,0,0,21,0
1140010510,1445462402,false,0,0,26,0
1302050014,1445462382,true,0,0,0,0
1142100017,1445462402,true,0,88,121,0
0937010019,1445462405,false,0,0,1,0
1132070011,1445462402,false,1,0,128,2
1141090512,,false,0,0,9,0
1105050012,,false,0,0,4,0
1141310019,,false,1,0,28,0
1101100011,1445462520,false,1,0,35,0
