hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1438771201,false,0,0,0,0
1101020018,1438772400,false,1,0,3,1
0601160016,,false,1,0,9,0
1434020015,1438771061,false,0,0,0,0
0401180014,1438769102,true,0,5,85,2
1131050515,1438771144,false,0,0,1,0
0936060016,1438771200,false,2,0,1,0
1122010012,1438770988,false,8,0,19,3
1301200010,1438771140,false,3,0,16,1
0602030026,1438770900,true,0,6,44,0
0439010518,1438769102,false,3,0,12,0
1142120001,1438771207,false,3,0,66,0
1302050014,1438771192,true,3,9,71,2
1317040011,1438771207,false,7,0,13,0
1331040513,1438771206,false,1,0,24,1
1101150011,1438770600,false,0,0,36,0
0936050029,1438771200,false,1,0,7,0
1137010024,1438771199,false,0,0,31,1
1536030075,1438771200,false,0,0,2,0
0617060018,1438771208,false,2,0,39,1
0943030019,1438771200,true,1,0,5,2
1145010010,1438769940,false,0,0,17,1
1111060015,1438771206,false,0,0,12,0
0501110514,,false,2,0,9,2
1132070011,1438771207,true,4,40,122,3
1140010510,1438771207,false,0,0,3,0
1142100017,1438771207,false,0,0,87,2
1131010011,1438771200,false,2,22,56,0
0937010019,1438771208,false,0,0,5,0
1105050012,,false,0,0,1,0
1141310019,,false,1,0,49,0
1141090512,,false,4,0,22,0
0421040011,1438771224,true,3,9,32,3
1101100011,1438771320,false,7,0,29,0
