hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1434724802,false,0,0,38,1
1131050515,1434724801,false,1,0,1,0
1101020018,1434726000,false,1,0,3,1
0601160016,,false,2,0,12,0
1142120001,1434724802,false,8,0,20,0
0439010518,1434722714,false,1,0,10,0
0936060016,1434724751,false,2,0,0,1
1434020015,1434724655,false,2,0,0,0
1101150011,1434724200,false,4,0,24,0
1145010010,1434723540,false,3,0,6,0
1302050014,1434724784,true,7,23,61,5
0401180014,1434722713,false,0,0,105,2
1317040011,1434724803,false,5,0,5,1
1301200010,1434724740,false,4,0,8,1
0501110514,,false,2,0,3,0
1137010024,1434724791,false,0,0,20,0
0936050029,1434724800,false,2,0,3,0
1536030075,1434724800,false,0,0,0,0
1331040513,1434724802,false,4,0,10,0
0617060018,1434724803,false,3,0,34,2
0943030019,1434724800,false,0,0,3,0
0421040011,1434724803,true,11,0,9,3
1131010011,1434724800,false,5,29,52,1
1131100010,1434724800,false,2,0,22,0
1132070011,1434724802,false,13,0,101,2
1111060015,1434724802,false,4,0,6,0
1142100017,1434724802,true,0,118,87,2
0602030026,1434724500,true,1,4,33,0
1140010510,1434724802,false,1,3,12,1
0937010019,1434724804,false,0,0,8,0
1122010012,1434724754,false,8,0,20,3
1141310019,,false,6,0,18,0
1105050012,,false,0,0,6,0
1141090512,,false,5,0,6,0
1101100011,1434724920,false,4,0,27,0
