hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1440018001,false,0,0,0,0
1101020018,1440018000,false,0,0,5,0
0601160016,,false,0,0,18,0
1434020015,1440017912,false,0,0,5,0
0936060016,1440018000,false,0,0,1,0
0401180014,1440014703,false,1,3,64,1
1145010010,1440017340,false,0,0,20,0
1301200010,1440018000,false,2,0,12,0
0439010518,1440014703,false,0,0,7,0
1131010011,1440018000,false,1,31,83,0
1142120001,1440018007,false,5,0,58,0
1122010012,1440017637,false,0,0,28,0
0501110514,,false,0,0,1,0
0602030026,1440017700,true,0,7,47,1
1302050014,1440017987,false,1,0,47,0
1317040011,1440018007,false,0,0,5,0
0936050029,1440018000,false,1,0,0,0
1331040513,1440018007,false,2,6,17,0
1137010024,1440017999,false,0,0,23,0
1536030075,1440018000,false,0,0,2,0
0617060018,1440018008,false,0,0,29,1
1111060015,1440018007,false,0,0,28,0
0943030019,1440018000,true,0,0,1,0
1132070011,1440018007,false,1,0,109,1
1140010510,1440018007,false,0,0,12,0
1142100017,1440018008,false,0,0,107,2
0937010019,1440018009,false,0,0,2,0
1141310019,,false,3,0,56,3
1105050012,,false,0,0,0,0
1141090512,,false,0,0,23,0
1131050515,1440018005,false,1,0,7,0
1101150011,1440017400,false,0,0,35,0
0421040011,1440018024,false,3,0,26,0
1101100011,1440018120,false,1,0,24,0
