hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1435310402,false,2,0,23,1
1131050515,1435310349,false,5,0,5,0
1101020018,1435311000,false,1,0,8,0
1434020015,1435310373,false,1,0,0,0
0936060016,1435310262,false,3,0,0,0
1142120001,1435310402,false,2,0,39,0
0439010518,1435309503,false,0,0,14,0
0401180014,1435309502,false,8,0,52,2
1302050014,1435310377,true,2,4,52,1
1145010010,1435308540,false,1,0,13,0
1101150011,1435309800,true,2,0,27,0
1317040011,1435310402,false,8,0,8,0
0936050029,1435310400,false,0,0,1,0
1301200010,1435310400,false,0,0,7,0
0601160016,,true,9,1,33,2
1137010024,1435310391,false,0,0,28,1
1536030075,1435310400,false,0,0,7,0
0617060018,1435310403,false,1,0,37,3
0943030019,1435310400,false,0,0,5,1
1331040513,1435310402,false,3,0,15,0
0421040011,1435310403,false,2,0,8,2
1131100010,1435310400,false,1,0,17,0
1132070011,1435310402,true,2,18,125,5
1111060015,1435310402,false,1,0,20,0
1131010011,1435310400,false,5,28,67,0
1142100017,1435310402,false,2,0,75,1
0602030026,1435310100,true,2,9,48,0
1140010510,1435310402,false,1,0,15,1
0937010019,1435310404,false,0,0,2,0
1122010012,1435310405,false,9,0,13,2
1105050012,,false,1,0,1,0
1141310019,,false,4,0,61,0
1141090512,,false,0,0,13,0
0501110514,,false,3,0,7,3
1101100011,1435310520,false,2,2,41,0
