hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1101150011,1441500600,false,3,0,21,0
1131050515,1441501148,false,0,0,4,0
1317050017,1441501202,false,0,0,0,0
1142120001,1441501202,false,2,0,35,0
1317040011,1441501202,false,0,0,5,0
1302050014,1441501193,false,1,0,34,1
1434020015,1441501115,false,3,0,3,0
0439010518,1441497903,false,0,0,18,0
0602030026,1441500902,true,1,1,40,0
1101020018,1441501200,false,3,0,6,0
0401180014,1441497902,false,3,0,64,3
0936060016,1441501200,false,7,0,2,0
0601160016,,false,6,0,15,1
1145010010,1441071540,false,0,0,8,0
1536030075,1441501140,false,2,0,1,0
1122010012,1441501149,null,4,0,8,1
0617060018,1441501203,false,0,0,21,1
1131010011,1441501200,false,7,36,52,0
0936050029,1441501140,false,0,0,1,0
0501110514,,false,2,0,3,1
1301200010,1441501140,false,2,0,9,0
1137010024,1441501200,false,0,0,14,0
1331040513,1441501202,false,2,1,14,0
1132070011,1441501202,false,2,0,93,0
1111060015,1441501202,false,0,0,1,0
1142100017,1441501203,false,0,0,51,4
1140010510,1441501203,false,4,0,11,0
0937010019,1441501204,false,0,0,1,0
0421040011,1441501210,false,6,2,25,4
1105050012,,false,0,0,9,0
1141310019,,false,8,0,86,3
1141090512,,false,0,0,2,0
0943030019,1441501200,true,3,0,0,0
1101100011,1441501320,false,3,0,21,0
