hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1432560002,false,0,0,50,5
1101020018,1432560600,false,1,3,13,2
0601160016,,true,6,0,26,0
1142120001,1432560002,false,3,0,38,0
0439010518,1432559109,false,1,0,13,0
0936060016,1432559809,false,2,0,0,0
1101150011,1432559400,true,0,8,37,0
1131050515,1432560002,false,2,0,0,0
0401180014,1432559109,false,3,0,81,2
1302050014,1432560000,true,2,11,65,0
1317040011,1432560003,false,2,0,9,1
1434020015,1432559975,false,0,0,10,0
1145010010,1432559340,false,0,0,23,1
0936050029,1432560000,false,1,0,1,0
1536030075,1432560000,false,1,0,1,0
1301200010,1432560000,false,4,0,19,0
0617060018,1432560003,false,2,0,26,2
1137010024,1432559997,false,0,0,31,0
1331040513,1432560002,false,5,4,15,0
0421040011,1432560003,true,2,0,21,5
0943030019,1432560000,false,0,0,3,0
1132070011,1432560002,true,8,58,200,2
0501110514,,false,0,0,9,0
1111060015,1432560002,false,1,29,18,2
0602030026,1432559700,true,1,26,44,2
1142100017,1432560002,true,1,106,102,5
1140010510,1432560002,false,1,0,21,0
1131010011,1432560000,true,4,32,64,2
0937010019,1432560004,false,0,0,6,0
1122010012,1432560009,false,7,0,17,0
1141310019,,false,10,0,24,0
1141090512,,false,5,0,4,0
1105050012,,false,0,0,0,0
1101100011,1432560120,false,3,44,26,0
