hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
0601160016,,false,1,0,18,1
1142120001,1429016402,false,4,0,47,0
1101150011,1429015800,false,2,3,26,1
0936060016,1429016226,false,1,0,1,0
1434020015,1429016355,false,0,0,4,0
1145010010,1429015740,false,1,0,18,0
0439010518,1429013107,false,1,0,9,0
0401180014,1429013107,false,2,5,84,4
1131050515,1429016347,false,1,0,2,1
1317040011,1429016402,false,4,0,9,0
0936050029,1429016400,false,1,0,2,1
1301200010,1429016400,false,2,0,36,1
1302050014,1429016400,false,3,5,53,3
1536030075,1429016400,false,3,0,6,0
1331040513,1429016402,false,3,0,19,0
1137010024,1429016396,false,0,0,32,2
0943030019,1429016400,false,3,0,8,0
0421040011,1429016402,false,3,0,17,0
0501110514,,false,1,0,27,1
0617060018,1429016403,false,2,0,39,1
1101020018,1429016400,false,2,0,4,0
0602030026,1429016100,true,2,3,47,0
1132070011,1429016402,true,3,32,165,2
0937010019,1429016404,false,0,0,10,0
1317050017,1429016404,false,0,0,52,0
1142100017,1429016402,false,3,0,119,4
1111060015,1429016402,false,4,27,18,0
1140010510,1429016402,false,0,0,10,0
1131010011,1429016400,false,8,26,60,1
1122010012,1429016402,false,3,0,24,2
1141090512,,false,5,0,14,0
1105050012,,false,0,0,2,0
1141310019,,false,3,0,58,0
1101100011,1429016520,false,5,46,35,1
