hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1131050515,1440602342,false,0,0,2,0
1317050017,1440602402,false,0,0,0,0
1101150011,1440601800,false,10,5,29,0
1101020018,1440603000,false,1,0,13,1
0439010518,1440601503,false,1,0,11,0
1142120001,1440602402,false,3,0,34,0
0601160016,,false,6,0,10,1
1434020015,1440602370,false,1,0,4,0
0602030026,1440602100,false,0,0,37,1
0936060016,1440602400,false,1,0,0,0
1302050014,1440602376,false,2,0,41,0
1145010010,1440600540,false,0,0,8,0
0401180014,1440601503,false,1,0,81,2
1317040011,1440602402,false,4,0,3,0
0936050029,1440602400,false,0,0,0,0
1122010012,1440602288,false,1,0,22,1
1301200010,1440602340,false,3,0,15,0
1536030075,1440602400,false,0,0,0,0
1131010011,1440602400,false,6,30,46,1
1137010024,1440602394,false,0,0,16,1
0617060018,1440602403,false,2,0,33,0
0501110514,,false,0,0,4,0
1331040513,1440602402,false,0,0,8,0
0943030019,1440602400,true,1,0,0,0
1111060015,1440602402,false,1,0,3,0
1132070011,1440602402,false,3,0,88,1
1140010510,1440602403,false,1,0,13,0
1142100017,1440602403,false,0,0,76,4
0937010019,1440602404,false,0,0,7,0
0421040011,1440602409,false,5,0,18,0
1141310019,,false,9,0,41,0
1105050012,,false,1,0,2,0
1141090512,,false,1,0,9,0
1101100011,1440602580,false,2,0,29,0
