hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1441954803,false,1,0,29,3
1434020015,1441954712,false,0,0,0,0
1101020018,1441954800,false,1,0,6,1
1131050515,1441954748,false,0,0,1,0
0601160016,,false,3,0,4,0
1142120001,1441954803,false,3,0,13,0
0936060016,1441954800,false,1,0,0,0
1101150011,1441954200,false,2,0,27,0
1145010010,1441953540,false,0,0,2,0
1131010011,1441954800,true,3,38,69,1
1302050014,1441954791,true,2,0,47,1
1122010012,1441954784,false,3,0,11,1
0602030026,1441954620,true,1,0,30,0
0401180014,1441951504,false,2,0,61,0
0439010518,1441951505,false,2,0,8,0
0617060018,1441954803,false,1,0,19,2
0501110514,,false,7,0,11,1
1317040011,1441954803,false,1,0,3,2
1137010024,1441954793,false,0,0,5,1
0936050029,1441954740,false,0,0,4,0
1301200010,1441954800,false,4,0,1,0
1536030075,1441954740,false,2,0,1,0
1331040513,1441954803,false,3,0,9,1
1111060015,1441954803,false,0,0,7,0
1140010510,1441954803,false,0,0,5,1
1142100017,1441954803,false,0,0,45,2
1132070011,1441954803,false,2,0,82,1
0937010019,1441954807,false,0,0,3,0
0421040011,1441954810,true,10,19,32,8
1141090512,,false,0,0,7,0
1141310019,,false,10,0,64,0
1105050012,,false,0,0,7,0
0943030019,1441954800,false,2,0,1,0
1101100011,1441954920,false,2,0,31,0
