hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1438851602,false,0,0,0,0
1101020018,1438851600,false,1,0,3,0
0439010518,1438848303,false,0,0,11,0
0936050029,1438851600,false,1,0,6,0
1131050515,1438851612,false,0,0,1,0
0936060016,1438851600,false,0,0,0,0
1101150011,1438851000,false,3,5,34,0
1142120001,1438851615,false,4,0,41,0
0501110514,,false,1,0,10,3
1434020015,1438851511,false,1,0,3,0
1331040513,1438851614,false,4,4,19,0
0937010019,1438851616,false,0,0,2,0
0617060018,1438851619,false,1,0,52,1
1141310019,,false,4,0,42,0
0421040011,1438851633,false,4,5,37,0
1122010012,1438851646,false,2,0,26,2
1145010010,1438850940,false,0,0,8,0
1301200010,1438851600,false,3,0,13,1
1536030075,1438851600,false,0,0,1,0
0943030019,1438851600,true,1,0,2,0
1137010024,1438851638,false,0,0,21,0
0601160016,,false,7,0,12,2
0602030026,1438851300,true,1,7,44,0
1302050014,1438851634,true,1,16,71,1
1317040011,1438851648,false,2,0,13,0
1131010011,1438851600,true,6,32,66,0
0401180014,1438848302,false,1,10,70,2
1111060015,1438851654,false,2,0,6,0
1132070011,1438851655,false,3,0,118,3
1141090512,,false,2,0,23,0
1142100017,1438851655,false,1,0,72,1
1140010510,1438851655,false,0,0,6,0
1105050012,,false,0,0,1,0
1101100011,1438851780,false,3,0,44,1
