hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1430181604,false,0,0,53,4
0601160016,,false,4,0,34,0
1101020018,1430182800,false,0,0,7,5
0936060016,1430181508,false,2,0,2,0
1434020015,1430181496,false,2,0,7,0
1131050515,1430181543,false,2,0,13,0
1145010010,1430180340,true,0,0,31,0
1122010012,1430181564,false,3,0,24,0
1142120001,1430181602,false,5,0,62,0
0401180014,1430179509,false,0,10,92,9
1302050014,1430181609,true,0,12,79,3
1101150011,1430181000,true,1,12,39,0
1301200010,1430181540,false,5,0,38,0
0617060018,1430181602,false,0,0,45,1
0501110514,,false,2,0,6,1
1137010024,1430181599,false,0,0,35,0
0943030019,1430181600,false,0,0,3,0
0421040011,1430181603,false,2,0,22,3
0439010518,1430179510,false,1,0,14,0
1331040513,1430181602,false,1,0,15,0
1131010011,1430181600,false,2,37,66,4
1536030075,1430181600,false,1,0,1,0
0936050029,1430181600,false,0,0,1,0
1132070011,1430181602,true,3,50,229,8
1111060015,1430181602,true,0,19,29,0
1142100017,1430181602,false,2,0,139,8
0602030026,1430181300,true,1,17,66,0
1140010510,1430181602,false,4,0,24,1
0937010019,1430181603,false,0,0,23,0
1317040011,1430181606,false,0,0,4,0
1141090512,,false,1,0,21,0
1141310019,,false,1,0,50,0
1105050012,,false,1,0,0,0
1101100011,1430181720,false,1,30,39,1
