hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1441288802,false,0,0,0,0
1101020018,1441288800,false,1,0,11,1
1434020015,1441288715,false,0,0,0,0
1101150011,1441288200,false,0,0,28,1
0601160016,,false,6,0,7,0
1142120001,1441288803,false,9,0,39,0
0439010518,1441285503,false,2,0,14,1
0401180014,1441285503,false,6,0,51,0
0602030026,1441288500,false,0,0,33,0
1317040011,1441288802,false,6,0,4,0
0936060016,1441288800,false,2,0,3,0
1145010010,1441071540,false,0,0,8,0
1301200010,1441288740,false,0,0,4,0
1122010012,1441288779,null,3,0,20,1
1302050014,1441288789,false,0,0,49,1
1131010011,1441288800,false,4,32,50,1
1536030075,1441288800,false,2,0,3,0
1137010024,1441288793,false,0,0,13,0
1131050515,1441288742,false,0,0,1,0
0617060018,1441288803,false,2,0,23,2
0936050029,1441288800,false,3,0,1,0
1331040513,1441288802,false,1,0,16,1
0501110514,,false,2,0,3,0
1132070011,1441288803,false,8,0,90,4
1111060015,1441288802,false,0,0,7,0
1140010510,1441288803,false,1,0,20,0
1142100017,1441288803,false,0,0,32,4
0937010019,1441288806,false,0,0,0,0
0421040011,1441288810,true,9,24,30,3
1141090512,,false,4,0,16,0
1141310019,,true,10,13,82,1
1105050012,,false,0,0,10,0
0943030019,1441288800,true,1,0,0,0
