hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1439329201,false,0,0,0,0
1101020018,1439330400,false,0,0,6,1
1434020015,1439329054,false,0,0,5,0
0601160016,,false,0,0,31,1
0936060016,1439329200,false,0,0,1,0
1145010010,1439327940,false,1,0,22,0
0401180014,1439327102,false,0,10,80,2
1131010011,1439329200,false,3,27,54,1
1301200010,1439329140,false,1,0,10,1
1122010012,1439329147,false,1,0,32,0
0439010518,1439327103,false,0,0,23,0
1131050515,1439329203,false,1,0,10,0
1101150011,1439328600,true,1,9,39,0
0501110514,,false,1,0,6,2
1142120001,1439329207,true,3,2,72,0
0602030026,1439328900,true,0,13,44,0
1302050014,1439329200,true,1,21,85,0
1317040011,1439329207,false,2,0,11,0
0936050029,1439329200,false,0,0,5,0
1331040513,1439329207,false,2,0,10,0
1137010024,1439329201,false,0,0,13,0
1536030075,1439329200,false,0,0,3,0
0943030019,1439329200,true,0,0,2,0
1111060015,1439329206,false,0,0,17,0
0617060018,1439329208,false,0,0,38,1
1132070011,1439329207,false,1,0,120,2
1140010510,1439329207,false,0,0,33,0
1142100017,1439329207,false,0,0,85,0
1141310019,,false,2,0,63,0
1141090512,,false,0,0,24,0
1105050012,,false,0,0,7,0
0937010019,1439329219,false,0,0,7,0
0421040011,1439329223,false,1,0,30,4
1101100011,1439329320,false,4,0,27,0
