hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1435740001,false,1,0,38,6
0601160016,,false,4,0,17,0
1101020018,1435741200,false,0,0,3,0
0617060018,1435740002,false,1,0,23,1
1434020015,1435739853,false,0,0,3,0
0936060016,1435739978,false,1,0,1,0
1145010010,1435738740,true,0,0,29,0
1131050515,1435739943,false,1,0,4,0
1142120001,1435740003,true,2,8,68,0
0943030019,1435740000,true,0,0,3,1
0401180014,1435737903,false,4,0,67,2
1331040513,1435740002,false,3,0,16,3
1101150011,1435739400,true,4,8,29,0
1301200010,1435740000,false,6,0,6,0
1131100010,1435740000,false,0,0,17,0
1137010024,1435739996,false,0,0,32,0
1111060015,1435740002,false,4,0,29,1
0421040011,1435740005,true,7,0,30,1
0439010518,1435737903,false,2,0,15,0
0501110514,,false,2,0,15,3
1536030075,1435740000,false,0,0,3,0
0936050029,1435740000,false,0,0,6,0
1132070011,1435740003,false,4,0,102,2
1131010011,1435740000,false,3,40,62,0
1142100017,1435740003,false,1,0,134,4
1140010510,1435740003,true,2,26,31,0
1302050014,1435739988,true,1,37,85,3
0937010019,1435740006,false,0,0,3,0
0602030026,1435739700,true,2,30,51,0
1317040011,1435740011,false,1,0,6,1
1141090512,,false,3,0,18,0
1141310019,,false,8,0,31,1
1105050012,,false,1,0,1,0
1122010012,1435739957,false,3,0,24,3
1101100011,1435740120,false,2,0,28,0
