hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1131050515,1430932742,false,0,0,6,0
1101020018,1430933400,false,2,0,2,1
0601160016,,true,4,0,25,0
1142120001,1430932801,true,5,5,66,0
0439010518,1430931930,false,1,0,13,0
1101150011,1430932200,false,0,7,27,0
0936060016,1430932665,false,0,0,1,0
1145010010,1430930940,false,0,0,21,0
0401180014,1430931927,true,1,6,107,3
1434020015,1430932637,false,2,0,7,0
1122010012,1430932684,false,1,0,21,0
1302050014,1430932786,false,0,0,47,1
1317040011,1430932802,false,2,0,8,0
1301200010,1430932740,false,0,0,32,0
1131010011,1430932800,true,2,31,55,0
0501110514,,false,0,0,3,0
0936050029,1430932800,false,2,0,4,0
1137010024,1430932794,false,0,0,21,0
1331040513,1430932801,false,2,5,28,0
1536030075,1430932800,false,0,0,2,0
0617060018,1430932802,false,5,0,43,0
1317050017,1430932802,false,0,0,52,3
0421040011,1430932802,true,2,3,25,0
1132070011,1430932801,false,2,0,151,5
1111060015,1430932801,false,0,0,24,2
0602030026,1430932503,true,3,26,58,1
1140010510,1430932801,true,0,0,17,0
0943030019,1430932800,false,0,0,1,0
1105050012,,false,0,0,0,0
1142100017,1430932802,true,0,84,93,7
1141310019,,false,6,0,56,0
1141090512,,false,1,0,17,0
0937010019,1430932810,false,0,0,16,0
1101100011,1430932920,false,2,29,26,0
