hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1438039202,false,1,0,77,4
1101020018,1438039800,false,0,0,6,0
0601160016,,false,1,0,26,0
1434020015,1438039173,false,0,0,11,0
1131050515,1438039203,false,1,0,2,0
1101150011,1438038600,true,2,7,37,1
0936060016,1438039200,false,0,0,0,0
0439010518,1438038306,false,0,0,18,0
0401180014,1438038305,false,0,10,78,1
1131010011,1438039200,false,2,29,63,3
0501110514,,false,0,0,0,0
1317040011,1438039207,false,0,0,6,0
1301200010,1438039140,false,1,0,34,0
1122010012,1438039083,false,3,0,26,2
0602030026,1438038900,true,0,14,65,2
1302050014,1438039201,true,2,2,76,1
0936050029,1438039200,false,2,0,0,0
1142120001,1438039208,false,2,0,63,0
1331040513,1438039207,false,3,4,25,1
1137010024,1438039200,false,0,0,42,0
1536030075,1438039200,false,0,0,0,0
1111060015,1438039207,false,0,0,20,1
0617060018,1438039208,false,2,0,44,1
0943030019,1438039200,true,0,0,2,0
0421040011,1438039208,true,2,0,46,3
1132070011,1438039208,true,3,10,161,2
1142100017,1438039208,false,2,0,115,1
1140010510,1438039208,false,1,0,16,0
0937010019,1438039209,false,0,0,14,0
1145010010,1438037280,false,0,0,26,1
1141090512,,false,2,0,0,0
1141310019,,false,1,0,46,0
1105050012,,false,0,0,0,0
1101100011,1438039320,false,6,0,24,0
