hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1131050515,1445715544,false,0,0,4,0
1317050017,1445715603,false,0,0,50,4
0439010518,1445713503,false,1,0,19,0
1434020015,1445715455,false,0,0,0,0
1101020018,1445716800,false,1,0,1,0
0601160016,,false,1,0,14,0
1101150011,1445715000,false,1,0,23,1
0401180014,1445713503,false,2,10,83,3
1145010010,1445714940,false,0,0,12,0
1317040011,1445715602,false,1,0,1,0
1142120001,1445715602,false,3,0,20,0
0602030026,1445715300,true,1,10,46,0
0936060016,1445715600,false,0,0,1,0
1131010011,1445715600,false,3,31,60,1
1301200010,1445715540,false,5,0,1,0
1122010012,1445715530,false,1,0,17,1
0943030019,1445715540,false,0,0,1,0
0936050029,1445715600,false,0,0,1,0
0501110514,,false,0,0,2,0
1137010024,1445715599,false,0,0,22,2
0617060018,1445715602,false,0,0,23,1
1331040513,1445715601,false,1,0,7,1
1536030075,1445715600,false,0,0,2,0
0421040011,1445715603,false,8,0,15,1
1132070011,1445715602,false,2,0,85,0
1111060015,1445715602,false,0,0,12,0
1140010510,1445715602,false,0,0,14,0
1302050014,1445715587,true,0,0,0,0
1142100017,1445715602,true,5,90,82,0
1141090512,,false,0,0,2,0
1105050012,,false,1,0,0,0
1141310019,,false,0,0,9,0
0937010019,1445715613,false,0,0,1,0
1101100011,1445715720,false,2,0,23,0
