hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1436839202,false,1,0,58,0
1101020018,1436839200,false,1,0,9,1
1131050515,1436839154,false,3,0,4,1
1434020015,1436839116,false,2,0,7,1
0601160016,,false,2,0,28,0
1101150011,1436838600,false,3,2,34,0
1145010010,1436838540,false,0,0,21,0
1142120001,1436839203,true,3,9,69,0
1317040011,1436839203,false,1,0,9,0
1131010011,1436839200,true,6,28,70,0
0617060018,1436839203,false,1,0,52,3
0401180014,1436835903,true,2,5,85,4
1331040513,1436839202,false,1,11,24,0
1301200010,1436839140,false,2,0,27,1
1302050014,1436839196,true,2,22,83,2
1131100010,1436839200,false,2,0,18,0
0501110514,,false,1,0,5,3
1137010024,1436839197,false,0,0,45,0
0943030019,1436839200,true,1,0,6,0
0439010518,1436835904,false,0,0,16,0
0421040011,1436839204,false,4,2,38,5
1536030075,1436839200,false,2,0,6,0
0936050029,1436839200,false,1,0,1,0
0602030026,1436838900,true,1,20,64,0
1111060015,1436839203,false,1,0,31,0
1142100017,1436839203,false,0,0,136,4
1140010510,1436839203,false,3,0,30,0
1132070011,1436839203,false,1,0,159,1
1141310019,,false,3,0,47,1
1141090512,,false,0,0,17,0
1105050012,,false,0,0,14,0
0937010019,1436839207,false,0,0,19,0
1122010012,1436839130,false,5,0,30,3
1101100011,1436839320,false,3,0,21,0
