hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1433871602,false,2,0,77,4
0601160016,,false,4,0,27,0
0439010518,1433869513,false,1,0,15,0
1101020018,1433872800,false,0,0,7,4
1101150011,1433871000,false,0,0,30,0
0936060016,1433871395,false,2,0,0,0
1434020015,1433871453,false,0,0,8,0
1145010010,1433870340,false,0,0,27,0
0401180014,1433869512,false,1,21,94,7
1142120001,1433871602,true,2,5,85,0
1131050515,1433871552,false,0,0,9,0
1301200010,1433871600,false,1,0,26,1
0501110514,,false,0,0,14,6
0936050029,1433871600,false,0,0,7,0
1317040011,1433871602,false,4,0,7,0
1536030075,1433871600,false,1,0,3,0
1137010024,1433871596,false,0,0,32,1
1331040513,1433871601,false,3,0,16,0
0617060018,1433871602,false,1,0,50,3
1302050014,1433871596,true,2,23,80,0
1131010011,1433871600,true,4,33,61,0
0421040011,1433871603,true,0,0,22,1
0943030019,1433871600,false,1,0,4,0
1111060015,1433871601,false,1,0,38,0
0602030026,1433871300,true,1,23,69,0
1142100017,1433871602,true,0,79,135,1
1140010510,1433871602,false,0,0,33,1
1132070011,1433871601,true,2,4,195,2
1105050012,,false,0,0,15,0
1141310019,,false,1,0,45,1
1141090512,,false,2,0,14,0
1122010012,1433871433,false,5,0,13,2
0937010019,1433871610,false,0,0,10,1
1101100011,1433871720,false,2,0,38,0
