hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1131050515,1443550744,false,0,0,4,0
1101150011,1443550200,false,3,0,27,0
1142120001,1443550802,false,3,0,19,0
0439010518,1443549903,false,1,0,11,0
1101020018,1443551400,false,3,0,1,0
0602030026,1443550500,true,1,5,53,0
0601160016,,false,0,0,15,0
1317040011,1443550802,false,3,0,14,0
0936060016,1443550800,false,1,0,0,1
1145010010,1443548940,false,0,0,8,0
0401180014,1443549903,false,1,0,81,2
1122010012,1443550794,false,3,0,21,0
1137010024,1443550796,false,0,0,28,0
0936050029,1443550800,false,2,0,2,0
1301200010,1443550800,false,1,0,10,0
0501110514,,false,2,0,9,0
1536030075,1443550800,false,1,0,0,0
0617060018,1443550803,false,0,0,41,2
1131010011,1443550800,false,3,29,72,0
1434020015,1443550775,false,0,0,4,0
1317050017,1443550811,false,0,0,58,0
1331040513,1443550802,false,5,0,14,2
1111060015,1443550802,false,0,0,13,0
1132070011,1443550802,false,2,0,113,1
1302050014,1443550798,true,0,0,0,0
0943030019,1443550740,false,0,0,2,0
1142100017,1443550803,false,0,0,97,2
1140010510,1443550803,false,0,0,13,0
1141090512,,false,2,0,0,0
1105050012,,false,0,0,1,0
1141310019,,false,2,0,43,1
0421040011,1443550811,true,2,18,42,7
0937010019,1443550826,false,0,0,1,0
1101100011,1443550920,false,1,0,29,0
