hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1131050515,1446034754,false,0,0,1,0
1317050017,1446034804,false,3,0,27,1
1101150011,1446034200,false,4,0,14,1
1317040011,1446034802,false,4,0,4,2
0439010518,1446033904,false,2,0,5,0
1142120001,1446034802,false,1,0,1,0
0602030026,1446034500,true,3,10,50,0
1536030075,1446034800,false,1,0,1,0
0936050029,1446034800,false,0,0,0,0
1137010024,1446034802,false,0,0,5,3
0617060018,1446034802,false,1,0,28,2
1111060015,1446034802,false,0,0,7,0
0421040011,1446034803,false,9,0,21,2
1132070011,1446034802,false,4,0,82,3
1302050014,1446034776,true,0,0,0,0
1140010510,1446034802,false,3,0,11,0
1142100017,1446034802,true,2,120,113,2
1101020018,1446035400,false,0,0,1,1
1122010012,1446034797,false,2,0,18,2
1434020015,1446034774,false,2,0,0,0
0936060016,1446034800,false,4,0,1,0
0601160016,,false,1,0,14,0
1145010010,1446033540,false,0,0,10,0
1301200010,1446034740,false,3,0,3,0
0401180014,1446033904,false,2,2,61,0
1131010011,1446034800,false,3,28,51,0
1331040513,1446034806,false,2,0,16,1
0501110514,,false,3,0,7,2
0937010019,1446034807,false,0,0,6,0
1141090512,,true,2,7,19,0
0943030019,1446034740,false,0,0,0,0
1141310019,,false,6,0,28,0
1105050012,,false,0,0,3,0
1101100011,1446034920,false,6,0,35,0
