hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1442563206,false,1,0,30,1
1101150011,1442562600,false,2,0,24,0
1131050515,1442563145,false,1,0,0,0
1434020015,1442563115,false,1,0,1,0
1101020018,1442563200,false,1,0,4,1
1317040011,1442563203,false,1,0,7,0
0602030026,1442562900,false,1,0,34,2
0401180014,1442559904,false,1,0,66,1
0601160016,,false,3,0,11,1
0439010518,1442559904,false,0,0,10,0
1142120001,1442563203,false,1,0,6,0
1122010012,1442563186,false,3,0,25,1
0617060018,1442563203,false,3,0,37,2
1131010011,1442563200,false,2,33,62,0
1137010024,1442563194,false,0,0,6,1
1145010010,1442563140,false,0,0,1,0
1536030075,1442563200,false,0,0,2,0
1301200010,1442563200,false,3,0,7,1
0936050029,1442563200,false,0,0,0,0
1331040513,1442563203,false,4,0,14,0
1302050014,1442563191,true,0,0,0,0
1111060015,1442563202,false,0,0,12,0
1140010510,1442563203,false,0,0,13,0
0936060016,1442563200,false,1,0,0,0
0501110514,,false,1,0,7,2
1142100017,1442563205,false,0,0,82,1
0937010019,1442563207,false,0,0,8,4
1132070011,1442563202,false,1,0,66,1
0943030019,1442563020,false,2,0,1,0
1141090512,,false,2,0,11,0
1141310019,,false,9,0,69,2
1105050012,,false,0,0,9,0
0421040011,1442563214,true,8,38,35,9
1101100011,1442563320,false,2,0,39,0
