hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1101150011,1444698600,false,2,0,18,0
1131050515,1444699145,false,1,0,0,0
1317050017,1444699216,false,1,0,31,1
1434020015,1444699179,false,0,0,6,0
0601160016,,false,5,0,20,0
1101020018,1444699800,false,1,0,8,3
1317040011,1444699202,false,4,0,6,0
0439010518,1444698306,false,4,0,11,1
1142120001,1444699203,false,5,0,38,0
0602030026,1444698899,true,1,22,72,1
0936060016,1444699200,false,0,0,1,0
1145010010,1444697940,false,0,0,4,0
1131010011,1444699200,false,4,31,54,1
0401180014,1444698305,false,0,0,84,3
1301200010,1444699200,false,9,0,15,1
1122010012,1444699197,false,2,0,20,1
0936050029,1444699200,false,1,0,0,0
0943030019,1444699140,false,3,0,1,0
1536030075,1444699200,false,1,0,3,0
0501110514,,false,0,0,17,0
0617060018,1444699203,false,1,0,41,0
1331040513,1444699202,false,4,0,12,0
1111060015,1444699203,false,1,0,18,0
1132070011,1444699203,false,2,0,94,0
1140010510,1444699203,false,3,0,8,0
1142100017,1444699203,false,2,0,124,7
1302050014,1444699197,true,0,0,0,0
1137010024,1444699200,false,0,0,36,1
1141310019,,false,2,0,48,5
1141090512,,false,0,0,2,0
1105050012,,false,0,0,0,0
0421040011,1444699211,false,4,0,28,4
0937010019,1444699215,false,0,0,1,0
1101100011,1444699320,false,0,4,31,0
