hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1439456402,false,0,0,0,0
1101020018,1439456400,false,0,0,15,1
0601160016,,false,3,0,16,1
0936060016,1439456400,false,3,0,0,0
1145010010,1439374920,false,0,0,15,0
1131050515,1439456348,false,2,0,1,0
1434020015,1439456313,false,1,0,1,0
0401180014,1439453104,false,2,0,69,3
1101150011,1439455800,false,2,0,36,0
1122010012,1439456403,false,0,0,24,3
1142120001,1439456408,false,3,0,60,0
0439010518,1439453105,false,2,0,14,0
1301200010,1439456340,false,0,0,13,0
0602030026,1439456100,false,1,0,33,0
1131010011,1439456400,false,5,30,69,0
1317040011,1439456407,false,1,0,18,0
1302050014,1439456394,true,2,9,67,0
0936050029,1439456400,false,0,0,5,0
1536030075,1439456400,false,0,0,2,0
1137010024,1439456399,false,0,0,20,1
1331040513,1439456407,false,1,0,25,0
0617060018,1439456408,false,0,0,41,1
0501110514,,false,0,0,16,1
1111060015,1439456407,false,0,0,9,1
0943030019,1439456400,true,1,0,3,0
1132070011,1439456408,false,6,0,93,0
1142100017,1439456408,false,2,0,76,1
1140010510,1439456408,false,0,0,18,2
1141310019,,false,4,0,33,0
1105050012,,false,1,0,6,0
1141090512,,false,2,0,8,0
0937010019,1439456415,false,0,0,5,0
0421040011,1439456424,true,3,0,36,3
1101100011,1439456520,false,5,0,26,0
