hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1439779202,false,0,0,0,0
1434020015,1439779051,false,0,0,1,0
0601160016,,false,2,0,17,0
1101020018,1439780400,true,1,6,14,3
1145010010,1439777940,false,0,0,19,0
0936060016,1439779200,false,4,0,0,0
1122010012,1439779142,false,3,0,26,4
1131050515,1439779148,false,3,0,7,1
1101150011,1439778600,true,1,13,38,0
1142120001,1439779208,true,6,16,70,0
0401180014,1439777103,true,4,0,91,1
1301200010,1439779200,false,3,0,11,0
0602030026,1439778900,true,5,17,41,1
0501110514,,false,2,0,6,1
1317040011,1439779208,false,2,0,9,0
0439010518,1439777104,false,3,0,16,0
0936050029,1439779200,false,1,0,1,0
1536030075,1439779200,false,0,0,1,0
1131010011,1439779200,true,6,39,60,1
1302050014,1439779200,false,3,11,67,1
1331040513,1439779207,false,1,10,21,0
1111060015,1439779207,false,1,43,22,1
0943030019,1439779200,true,1,0,1,0
0937010019,1439779210,false,0,0,8,0
1142100017,1439779208,false,1,0,106,3
1132070011,1439779208,false,2,0,120,0
1140010510,1439779208,false,2,0,23,0
1137010024,1439779208,false,0,0,26,1
1141310019,,false,10,0,46,5
1141090512,,false,5,0,8,0
1105050012,,false,0,0,3,0
0421040011,1439779227,true,5,18,41,2
0617060018,1439779335,true,0,0,0,0
1101100011,1439779320,false,3,0,24,0
