hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1431746402,false,1,0,45,8
0501110514,,false,1,0,3,1
1101020018,1431747000,false,1,0,10,3
0601160016,,true,12,0,37,1
0617060018,1431746403,false,2,0,27,2
0936060016,1431746261,false,0,0,0,0
1145010010,1431745740,true,1,0,22,0
1122010012,1431746380,null,8,0,22,3
1434020015,1431746375,false,0,0,2,0
1131010011,1431746400,false,6,25,59,1
1131050515,1431746343,false,3,0,0,1
1101150011,1431745800,true,4,13,31,0
0439010518,1431745517,false,2,0,17,1
0401180014,1431745516,true,1,5,94,4
1331040513,1431746403,false,1,0,16,0
1302050014,1431746404,true,2,12,69,1
1317040011,1431746404,false,3,0,15,0
0936050029,1431746400,false,1,0,0,0
1301200010,1431746400,false,6,0,36,0
1536030075,1431746400,false,0,0,1,0
1137010024,1431746403,false,0,0,21,1
0943030019,1431746400,false,1,0,1,1
0421040011,1431746405,false,3,21,37,7
1142120001,1431746405,false,4,0,6,0
1111060015,1431746403,false,1,0,18,0
1132070011,1431746404,true,3,57,168,1
0937010019,1431746405,false,0,0,6,0
1142100017,1431746404,true,1,87,72,2
0602030026,1431746100,false,1,0,29,1
1140010510,1431746404,false,0,0,15,0
1105050012,,false,1,0,0,0
1141310019,,false,3,0,25,0
1141090512,,false,4,0,4,0
1101100011,1431746520,false,4,41,38,1
