hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1438581602,false,0,0,0,0
1434020015,1438581518,false,0,0,0,0
0601160016,,false,5,0,22,1
1101020018,1438581600,false,1,0,1,0
1131050515,1438581547,false,2,0,4,0
0401180014,1438578302,true,1,5,95,0
0936060016,1438581600,false,1,0,1,0
1145010010,1438580340,false,1,0,8,0
1101150011,1438581000,false,0,0,28,0
0439010518,1438578302,false,0,0,20,1
1122010012,1438581535,false,5,0,29,4
1131010011,1438581600,false,5,22,48,0
1142120001,1438581608,true,12,9,34,0
1301200010,1438581540,false,6,0,15,2
1317040011,1438581608,false,6,0,10,0
0602030026,1438581300,true,0,5,32,1
1536030075,1438581600,false,0,0,3,0
1302050014,1438581601,true,7,32,72,2
0936050029,1438581600,false,0,0,1,0
0617060018,1438581609,false,0,0,49,4
1137010024,1438581604,false,0,0,25,1
0421040011,1438581609,true,2,23,33,0
1331040513,1438581608,false,2,6,15,0
0501110514,,false,3,0,13,2
0943030019,1438581600,true,0,0,5,1
1111060015,1438581607,false,1,0,15,1
1132070011,1438581608,true,9,76,173,4
1140010510,1438581608,false,0,18,15,1
1142100017,1438581608,false,2,0,85,3
0937010019,1438581612,false,0,0,14,0
1105050012,,false,0,0,1,0
1141310019,,false,0,0,52,2
1141090512,,true,3,0,13,0
1101100011,1438581720,false,3,0,36,0
