hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1101150011,1443283800,false,6,0,11,1
1131050515,1443284342,false,6,0,3,0
1317050017,1443284408,false,7,0,27,2
1101020018,1443285000,false,3,0,1,1
0439010518,1443283504,false,0,0,13,0
0601160016,,false,5,0,7,2
1434020015,1443284372,false,0,0,4,0
1142120001,1443284402,false,4,0,15,1
0602030026,1443284100,false,3,0,31,0
1317040011,1443284402,false,7,0,3,0
0401180014,1443283504,false,3,0,62,1
0936060016,1443284400,false,1,0,0,0
1145010010,1443282480,false,0,0,2,0
0936050029,1443284400,false,4,0,1,0
1301200010,1443284340,false,5,0,0,0
1122010012,1443284321,false,4,0,14,0
1131010011,1443284400,false,6,25,45,0
1137010024,1443284400,false,0,0,16,0
1536030075,1443284400,false,0,0,1,0
0617060018,1443284402,false,4,0,22,1
0501110514,,false,2,0,4,1
1331040513,1443284402,false,3,0,10,0
1132070011,1443284402,false,3,0,34,0
1111060015,1443284401,false,0,0,9,1
1302050014,1443284392,true,0,0,0,0
1140010510,1443284402,false,2,0,5,1
1142100017,1443284402,false,3,0,44,0
0937010019,1443284403,false,0,0,2,0
1141310019,,false,7,0,9,1
1105050012,,false,1,0,1,0
1141090512,,false,3,0,1,0
0421040011,1443284410,false,5,0,23,6
0943030019,1443284400,false,0,0,3,0
1101100011,1443284460,false,2,0,13,0
