hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1440993602,false,0,0,0,0
1101150011,1440993000,true,1,0,32,0
1101020018,1440993600,false,2,2,17,0
1142120001,1440993603,false,5,0,29,0
1317040011,1440993602,false,4,0,8,0
1131050515,1440993551,false,0,0,2,0
1434020015,1440993513,false,0,0,1,0
0439010518,1440990303,false,0,0,13,1
0401180014,1440990303,false,6,0,70,1
0936060016,1440993600,false,1,0,2,0
0601160016,,false,3,0,7,0
1145010010,1440992940,false,1,0,13,0
0602030026,1440993301,true,1,0,25,4
1302050014,1440993584,false,2,0,23,2
1122010012,1440993581,false,6,0,32,5
1131010011,1440993600,false,3,29,51,1
1137010024,1440993599,false,0,0,26,1
0617060018,1440993603,false,1,0,39,1
0501110514,,false,2,0,10,1
1331040513,1440993603,false,5,1,15,2
0943030019,1440993600,true,1,0,1,0
0936050029,1440993600,false,1,0,2,0
1536030075,1440993600,false,2,0,2,0
1111060015,1440993603,false,1,0,5,2
1132070011,1440993603,false,2,0,106,2
0937010019,1440993605,false,0,0,5,0
1142100017,1440993603,false,0,0,62,10
1140010510,1440993603,false,2,0,16,0
1301200010,1440993600,false,1,0,12,3
1141310019,,false,4,0,52,5
1141090512,,true,1,5,17,0
1105050012,,false,0,0,9,0
0421040011,1440993617,true,4,7,32,1
1101100011,1440993720,false,2,0,31,0
