hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1429700401,false,1,0,25,1
0439010518,1429697109,false,1,0,15,1
1101020018,1429700400,false,1,0,7,2
1142120001,1429700402,false,1,0,51,0
1101150011,1429699800,false,2,4,28,0
0601160016,,true,4,0,27,0
0936060016,1429700245,false,4,0,1,0
1434020015,1429700359,false,1,0,2,0
0401180014,1429697109,true,5,10,95,4
1302050014,1429700400,false,2,0,38,1
1122010012,1429700400,false,1,0,17,2
1317040011,1429700402,false,3,0,11,0
1536030075,1429700340,false,1,0,4,0
0936050029,1429700340,false,2,0,0,0
0501110514,,false,3,0,4,0
1331040513,1429700401,false,1,0,19,3
0617060018,1429700402,false,0,0,47,3
1137010024,1429700394,false,0,0,24,0
0943030019,1429700400,false,1,0,14,1
1145010010,1429699740,false,2,0,17,0
0421040011,1429700403,true,4,0,35,2
1131050515,1429700348,false,3,0,3,0
1131010011,1429700400,true,6,21,47,1
0602030026,1429700100,true,2,3,46,0
1111060015,1429700402,false,0,0,27,2
1132070011,1429700402,true,6,31,123,0
1142100017,1429700402,false,2,0,118,1
1140010510,1429700402,false,0,0,10,0
0937010019,1429700404,false,0,0,10,0
1301200010,1429700400,false,4,0,23,1
1141310019,,false,5,0,39,0
1105050012,,false,0,0,1,0
1141090512,,false,3,0,13,0
1101100011,1429700520,false,4,38,41,0
