hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1101150011,1444900200,false,1,0,25,0
1317050017,1444900802,false,0,0,35,3
1131050515,1444900748,false,0,0,0,0
1434020015,1444900775,false,0,0,0,0
1101020018,1444901400,false,2,0,4,1
0439010518,1444899904,false,0,0,8,0
1142120001,1444900802,false,1,0,10,0
1317040011,1444900802,false,1,0,12,2
0601160016,,false,1,0,13,0
0602030026,1444900499,false,5,0,32,0
0401180014,1444899904,false,3,0,70,1
1122010012,1444900685,false,5,0,9,3
1131010011,1444900800,false,3,26,44,0
1145010010,1444899540,false,0,0,3,1
1137010024,1444900793,false,0,0,12,0
0936060016,1444900800,false,2,0,1,0
0936050029,1444900800,false,0,0,5,0
1301200010,1444900800,false,2,0,9,0
0617060018,1444900803,false,2,0,41,2
1536030075,1444900800,false,0,0,2,0
1331040513,1444900802,false,11,0,7,1
0501110514,,false,0,0,10,1
1111060015,1444900802,false,1,0,4,0
1132070011,1444900802,false,1,0,78,1
1140010510,1444900803,false,0,0,3,0
1302050014,1444900789,true,0,0,0,0
1142100017,1444900803,false,3,0,114,3
0943030019,1444900740,false,2,0,4,1
1141310019,,false,1,0,7,0
1105050012,,false,2,0,3,0
1141090512,,false,0,0,8,0
0421040011,1444900811,false,2,0,20,6
0937010019,1444900813,false,0,0,0,0
1101100011,1444900980,false,2,6,37,0
