hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1438602002,false,0,0,0,0
1101020018,1438603200,false,1,0,8,1
1434020015,1438601858,false,2,0,0,0
0936060016,1438602000,false,6,0,0,0
1131050515,1438601943,false,3,0,2,0
0601160016,,false,1,0,10,3
1145010010,1438600740,false,0,0,11,0
1101150011,1438601400,false,3,0,28,0
1122010012,1438601683,false,4,0,17,0
0401180014,1438599906,false,0,0,89,0
1131010011,1438602000,false,10,26,41,0
0439010518,1438599907,false,0,0,16,1
1301200010,1438601940,false,2,0,27,4
1142120001,1438602008,false,6,0,42,0
0602030026,1438601700,false,2,0,33,0
1317040011,1438602007,false,4,0,10,0
1536030075,1438602000,false,2,0,2,0
1331040513,1438602007,false,3,0,16,1
1302050014,1438602001,true,1,10,74,1
0936050029,1438602000,false,0,0,4,0
1137010024,1438602003,false,0,0,30,1
1111060015,1438602007,false,0,0,13,0
0617060018,1438602008,false,6,0,50,5
0943030019,1438602000,true,2,0,2,0
0421040011,1438602008,true,1,5,26,1
0501110514,,false,4,0,3,0
1132070011,1438602007,true,5,29,152,3
1140010510,1438602008,false,1,0,9,1
1142100017,1438602008,false,0,0,73,3
0937010019,1438602009,false,0,0,13,1
1141090512,,false,1,0,12,0
1105050012,,false,1,0,4,0
1141310019,,false,1,0,58,0
1101100011,1438602120,false,4,0,39,0
