hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1444096812,false,1,0,46,0
0439010518,1444093504,false,0,0,12,1
1131050515,1444096692,false,2,0,0,0
1101020018,1444096800,false,0,0,5,0
0601160016,,false,5,0,23,0
0602030026,1444096500,true,1,14,53,2
1142120001,1444096802,true,10,1,54,0
1317040011,1444096802,false,5,0,10,0
1101150011,1444096200,false,2,0,38,0
0936050029,1444096800,false,2,0,4,0
1145010010,1444096740,false,0,0,12,1
1301200010,1444096800,false,1,0,8,0
0401180014,1444093504,true,0,15,113,3
1122010012,1444096733,false,2,0,21,4
1131010011,1444096800,true,3,37,68,1
1137010024,1444096796,false,0,0,45,0
1536030075,1444096800,false,0,0,4,0
0936060016,1444096800,false,2,0,1,0
0617060018,1444096803,false,2,0,55,1
0501110514,,false,1,0,15,0
1302050014,1444096808,true,0,0,0,0
0943030019,1444096740,false,4,0,4,1
1331040513,1444096802,false,4,10,17,1
1434020015,1444096712,false,0,0,2,0
1132070011,1444096802,false,3,0,108,3
1140010510,1444096802,false,3,0,29,0
1111060015,1444096802,false,1,0,23,1
0937010019,1444096805,false,0,0,3,0
1142100017,1444096802,false,0,0,151,7
0421040011,1444096810,true,1,39,67,11
1105050012,,false,1,0,2,0
1141310019,,false,7,0,53,0
1141090512,,false,0,0,7,0
1101100011,1444096920,false,5,3,46,3
