hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1430286002,false,3,0,41,2
1131050515,1430285949,false,0,0,10,2
1101020018,1430287200,false,3,0,12,4
0601160016,,false,7,0,34,3
1145010010,1430284740,true,1,0,23,0
1142120001,1430286002,false,4,0,53,0
1434020015,1430285893,false,0,0,0,1
1122010012,1430285956,false,2,0,22,3
0439010518,1430283915,false,0,0,14,0
0401180014,1430283912,false,1,10,81,6
1101150011,1430285400,true,2,17,42,0
1302050014,1430285998,true,0,5,54,0
0936060016,1430285936,false,2,0,6,0
1301200010,1430285940,false,7,0,38,1
1317040011,1430286002,false,2,0,6,0
1137010024,1430285997,false,0,0,29,0
0936050029,1430286000,false,1,0,3,0
0617060018,1430286002,false,5,0,43,2
1536030075,1430286000,false,0,0,3,0
1331040513,1430286002,false,4,0,12,0
0421040011,1430286003,false,2,0,22,4
0501110514,,false,2,0,13,2
1131010011,1430286000,true,4,39,58,5
0943030019,1430286000,false,1,0,5,1
1132070011,1430286002,true,2,69,181,4
0602030026,1430285700,true,0,9,50,3
1111060015,1430286002,true,1,39,22,1
1142100017,1430286002,true,2,71,111,4
1140010510,1430286002,false,4,0,16,0
0937010019,1430286004,false,0,0,18,2
1141090512,,false,6,0,17,0
1105050012,,false,0,0,0,0
1141310019,,false,2,0,63,1
1101100011,1430286120,false,2,40,54,2
